input_path,label,vid_id
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_379.mp4,3,379
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_38.mp4,31,38
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_380.mp4,11,380
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_381.mp4,33,381
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_382.mp4,9,382
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_383.mp4,15,383
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_384.mp4,17,384
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_385.mp4,27,385
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_386.mp4,8,386
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_387.mp4,9,387
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_388.mp4,8,388
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_389.mp4,4,389
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_39.mp4,15,39
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_390.mp4,24,390
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_391.mp4,9,391
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_392.mp4,3,392
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_393.mp4,26,393
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_394.mp4,22,394
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_395.mp4,27,395
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_396.mp4,28,396
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_397.mp4,1,397
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_398.mp4,0,398
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_399.mp4,31,399
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_4.mp4,35,4
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_40.mp4,23,40
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_400.mp4,20,400
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_401.mp4,1,401
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_402.mp4,35,402
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_403.mp4,26,403
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_404.mp4,31,404
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_405.mp4,24,405
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_406.mp4,23,406
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_407.mp4,32,407
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_408.mp4,22,408
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_409.mp4,1,409
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_41.mp4,33,41
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_410.mp4,21,410
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_411.mp4,3,411
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_412.mp4,17,412
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_413.mp4,7,413
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_414.mp4,27,414
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_415.mp4,20,415
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_416.mp4,15,416
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_417.mp4,12,417
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_418.mp4,20,418
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_419.mp4,21,419
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_42.mp4,10,42
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_420.mp4,0,420
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_421.mp4,15,421
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_422.mp4,1,422
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_423.mp4,9,423
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_424.mp4,25,424
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_425.mp4,14,425
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_426.mp4,29,426
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_427.mp4,30,427
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_428.mp4,33,428
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_429.mp4,34,429
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_43.mp4,27,43
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_430.mp4,36,430
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_44.mp4,4,44
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_45.mp4,22,45
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_46.mp4,21,46
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_47.mp4,31,47
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_48.mp4,36,48
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_49.mp4,25,49
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_5.mp4,11,5
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_50.mp4,23,50
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_51.mp4,30,51
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_52.mp4,2,52
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_53.mp4,20,53
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_54.mp4,1,54
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_55.mp4,35,55
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_56.mp4,21,56
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_57.mp4,1,57
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_58.mp4,18,58
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_59.mp4,36,59
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_6.mp4,7,6
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_60.mp4,19,60
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_61.mp4,23,61
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_62.mp4,10,62
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_63.mp4,20,63
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_64.mp4,5,64
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_65.mp4,3,65
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_66.mp4,10,66
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_67.mp4,0,67
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_68.mp4,21,68
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_69.mp4,12,69
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_7.mp4,19,7
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_70.mp4,6,70
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_71.mp4,36,71
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_72.mp4,31,72
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_73.mp4,19,73
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_74.mp4,25,74
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_75.mp4,23,75
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_76.mp4,32,76
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_77.mp4,0,77
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_78.mp4,20,78
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_79.mp4,35,79
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_8.mp4,18,8
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_80.mp4,31,80
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_81.mp4,14,81
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_82.mp4,14,82
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_83.mp4,8,83
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_84.mp4,31,84
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_85.mp4,28,85
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_86.mp4,20,86
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_87.mp4,16,87
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_88.mp4,14,88
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_89.mp4,36,89
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_9.mp4,15,9
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_90.mp4,25,90
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_91.mp4,35,91
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_92.mp4,1,92
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_93.mp4,13,93
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_94.mp4,15,94
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_95.mp4,33,95
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_96.mp4,19,96
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_97.mp4,33,97
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_98.mp4,14,98
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_99.mp4,27,99
