input_path,label,vid_id
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_379.mp4,10,379
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_38.mp4,13,38
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_380.mp4,7,380
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_381.mp4,29,381
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_382.mp4,29,382
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_383.mp4,24,383
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_384.mp4,24,384
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_385.mp4,26,385
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_386.mp4,10,386
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_387.mp4,35,387
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_388.mp4,13,388
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_389.mp4,10,389
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_39.mp4,22,39
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_390.mp4,6,390
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_391.mp4,24,391
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_392.mp4,6,392
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_393.mp4,8,393
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_394.mp4,24,394
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_395.mp4,5,395
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_396.mp4,34,396
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_397.mp4,0,397
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_398.mp4,0,398
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_399.mp4,3,399
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_4.mp4,34,4
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_40.mp4,16,40
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_400.mp4,9,400
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_401.mp4,19,401
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_402.mp4,5,402
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_403.mp4,31,403
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_404.mp4,26,404
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_405.mp4,7,405
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_406.mp4,30,406
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_407.mp4,28,407
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_408.mp4,18,408
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_409.mp4,21,409
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_41.mp4,16,41
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_410.mp4,23,410
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_411.mp4,31,411
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_412.mp4,21,412
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_413.mp4,3,413
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_414.mp4,6,414
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_415.mp4,10,415
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_416.mp4,23,416
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_417.mp4,18,417
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_418.mp4,17,418
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_419.mp4,33,419
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_42.mp4,24,42
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_420.mp4,7,420
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_421.mp4,16,421
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_422.mp4,9,422
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_423.mp4,31,423
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_424.mp4,26,424
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_425.mp4,32,425
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_426.mp4,23,426
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_427.mp4,17,427
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_428.mp4,35,428
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_429.mp4,16,429
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_43.mp4,30,43
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_430.mp4,31,430
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_431.mp4,25,431
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_432.mp4,12,432
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_433.mp4,35,433
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_434.mp4,33,434
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_435.mp4,10,435
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_436.mp4,3,436
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_437.mp4,9,437
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_438.mp4,26,438
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_44.mp4,24,44
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_45.mp4,25,45
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_46.mp4,22,46
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_47.mp4,28,47
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_48.mp4,4,48
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_49.mp4,22,49
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_5.mp4,9,5
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_50.mp4,13,50
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_51.mp4,33,51
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_52.mp4,34,52
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_53.mp4,3,53
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_54.mp4,17,54
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_55.mp4,16,55
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_56.mp4,27,56
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_57.mp4,11,57
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_58.mp4,16,58
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_59.mp4,27,59
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_6.mp4,14,6
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_60.mp4,0,60
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_61.mp4,1,61
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_62.mp4,23,62
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_63.mp4,3,63
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_64.mp4,7,64
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_65.mp4,24,65
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_66.mp4,30,66
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_67.mp4,13,67
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_68.mp4,31,68
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_69.mp4,11,69
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_7.mp4,1,7
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_70.mp4,26,70
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_71.mp4,36,71
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_72.mp4,18,72
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_73.mp4,1,73
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_74.mp4,17,74
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_75.mp4,18,75
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_76.mp4,17,76
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_77.mp4,27,77
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_78.mp4,11,78
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_79.mp4,26,79
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_8.mp4,7,8
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_80.mp4,21,80
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_81.mp4,12,81
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_82.mp4,16,82
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_83.mp4,17,83
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_84.mp4,12,84
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_85.mp4,30,85
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_86.mp4,14,86
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_87.mp4,22,87
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_88.mp4,19,88
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_89.mp4,35,89
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_9.mp4,17,9
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_90.mp4,9,90
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_91.mp4,1,91
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_92.mp4,10,92
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_93.mp4,35,93
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_94.mp4,21,94
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_95.mp4,18,95
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_96.mp4,21,96
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_97.mp4,26,97
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_98.mp4,13,98
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_99.mp4,2,99
