input_path,label,vid_id
../RouletteVision-Dataset/Input-Output Videos/SET 3/S3_INPUT_85.mp4,23,85
../RouletteVision-Dataset/Input-Output Videos/SET 3/S3_INPUT_86.mp4,4,86
../RouletteVision-Dataset/Input-Output Videos/SET 3/S3_INPUT_87.mp4,29,87
../RouletteVision-Dataset/Input-Output Videos/SET 3/S3_INPUT_88.mp4,5,88
../RouletteVision-Dataset/Input-Output Videos/SET 3/S3_INPUT_89.mp4,17,89
../RouletteVision-Dataset/Input-Output Videos/SET 3/S3_INPUT_9.mp4,27,9
../RouletteVision-Dataset/Input-Output Videos/SET 3/S3_INPUT_90.mp4,15,90
../RouletteVision-Dataset/Input-Output Videos/SET 3/S3_INPUT_91.mp4,1,91
../RouletteVision-Dataset/Input-Output Videos/SET 3/S3_INPUT_92.mp4,9,92
../RouletteVision-Dataset/Input-Output Videos/SET 3/S3_INPUT_93.mp4,23,93
../RouletteVision-Dataset/Input-Output Videos/SET 3/S3_INPUT_94.mp4,6,94
../RouletteVision-Dataset/Input-Output Videos/SET 3/S3_INPUT_95.mp4,28,95
../RouletteVision-Dataset/Input-Output Videos/SET 3/S3_INPUT_96.mp4,34,96
../RouletteVision-Dataset/Input-Output Videos/SET 3/S3_INPUT_97.mp4,13,97
../RouletteVision-Dataset/Input-Output Videos/SET 3/S3_INPUT_98.mp4,3,98
../RouletteVision-Dataset/Input-Output Videos/SET 3/S3_INPUT_99.mp4,2,99
