input_path,label,vid_id
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_379.mp4,10,379
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_38.mp4,13,38
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_380.mp4,7,380
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_381.mp4,29,381
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_382.mp4,29,382
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_383.mp4,24,383
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_384.mp4,24,384
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_385.mp4,26,385
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_386.mp4,10,386
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_387.mp4,35,387
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_388.mp4,13,388
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_389.mp4,10,389
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_39.mp4,22,39
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_390.mp4,6,390
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_391.mp4,24,391
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_392.mp4,6,392
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_393.mp4,8,393
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_394.mp4,24,394
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_395.mp4,5,395
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_396.mp4,34,396
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_397.mp4,0,397
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_398.mp4,0,398
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_399.mp4,3,399
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_4.mp4,34,4
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_40.mp4,16,40
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_400.mp4,9,400
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_401.mp4,19,401
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_402.mp4,5,402
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_403.mp4,31,403
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_404.mp4,26,404
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_405.mp4,7,405
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_406.mp4,30,406
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_407.mp4,28,407
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_408.mp4,18,408
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_409.mp4,21,409
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_41.mp4,16,41
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_410.mp4,23,410
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_411.mp4,31,411
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_412.mp4,21,412
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_413.mp4,3,413
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_414.mp4,6,414
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_415.mp4,10,415
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_416.mp4,23,416
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_417.mp4,18,417
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_418.mp4,17,418
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_419.mp4,33,419
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_42.mp4,24,42
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_420.mp4,7,420
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_421.mp4,16,421
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_422.mp4,9,422
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_423.mp4,31,423
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_424.mp4,26,424
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_425.mp4,32,425
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_426.mp4,23,426
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_427.mp4,17,427
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_428.mp4,35,428
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_429.mp4,16,429
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_43.mp4,30,43
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_430.mp4,31,430
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_431.mp4,25,431
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_432.mp4,12,432
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_433.mp4,35,433
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_434.mp4,33,434
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_435.mp4,10,435
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_436.mp4,3,436
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_437.mp4,9,437
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_438.mp4,26,438
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_44.mp4,24,44
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_45.mp4,25,45
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_46.mp4,22,46
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_47.mp4,28,47
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_48.mp4,4,48
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_49.mp4,22,49
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_5.mp4,9,5
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_50.mp4,13,50
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_51.mp4,33,51
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_52.mp4,34,52
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_53.mp4,3,53
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_54.mp4,17,54
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_55.mp4,16,55
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_56.mp4,27,56
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_57.mp4,11,57
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_58.mp4,16,58
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_59.mp4,27,59
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_6.mp4,14,6
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_60.mp4,0,60
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_61.mp4,1,61
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_62.mp4,23,62
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_63.mp4,3,63
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_64.mp4,7,64
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_65.mp4,24,65
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_66.mp4,30,66
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_67.mp4,13,67
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_68.mp4,31,68
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_69.mp4,11,69
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_7.mp4,1,7
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_70.mp4,26,70
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_71.mp4,36,71
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_72.mp4,18,72
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_73.mp4,1,73
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_74.mp4,17,74
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_75.mp4,18,75
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_76.mp4,17,76
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_77.mp4,27,77
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_78.mp4,11,78
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_79.mp4,26,79
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_8.mp4,7,8
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_80.mp4,21,80
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_81.mp4,12,81
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_82.mp4,16,82
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_83.mp4,17,83
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_84.mp4,12,84
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_85.mp4,30,85
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_86.mp4,14,86
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_87.mp4,22,87
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_88.mp4,19,88
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_89.mp4,35,89
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_9.mp4,17,9
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_90.mp4,9,90
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_91.mp4,1,91
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_92.mp4,10,92
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_93.mp4,35,93
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_94.mp4,21,94
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_95.mp4,18,95
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_96.mp4,21,96
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_97.mp4,26,97
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_98.mp4,13,98
../RouletteVision-Dataset/Input-Output Videos/SET 1/S1_INPUT_99.mp4,2,99
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_1.mp4,2,1
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_10.mp4,23,10
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_100.mp4,7,100
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_101.mp4,0,101
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_102.mp4,32,102
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_103.mp4,19,103
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_104.mp4,3,104
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_105.mp4,25,105
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_106.mp4,9,106
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_107.mp4,17,107
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_108.mp4,22,108
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_109.mp4,8,109
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_11.mp4,15,11
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_110.mp4,24,110
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_111.mp4,12,111
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_112.mp4,25,112
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_113.mp4,0,113
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_114.mp4,22,114
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_115.mp4,36,115
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_116.mp4,0,116
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_117.mp4,31,117
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_118.mp4,35,118
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_119.mp4,26,119
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_12.mp4,5,12
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_120.mp4,6,120
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_121.mp4,1,121
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_122.mp4,21,122
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_123.mp4,6,123
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_124.mp4,18,124
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_125.mp4,8,125
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_126.mp4,33,126
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_127.mp4,3,127
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_128.mp4,14,128
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_129.mp4,0,129
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_13.mp4,5,13
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_130.mp4,4,130
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_131.mp4,32,131
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_132.mp4,23,132
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_133.mp4,21,133
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_134.mp4,34,134
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_135.mp4,27,135
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_136.mp4,28,136
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_137.mp4,24,137
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_138.mp4,33,138
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_139.mp4,23,139
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_14.mp4,21,14
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_140.mp4,20,140
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_141.mp4,26,141
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_142.mp4,5,142
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_143.mp4,28,143
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_144.mp4,11,144
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_145.mp4,18,145
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_146.mp4,26,146
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_147.mp4,4,147
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_148.mp4,21,148
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_149.mp4,28,149
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_15.mp4,25,15
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_150.mp4,0,150
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_151.mp4,32,151
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_152.mp4,4,152
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_153.mp4,5,153
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_154.mp4,34,154
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_155.mp4,30,155
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_156.mp4,33,156
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_157.mp4,10,157
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_158.mp4,27,158
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_159.mp4,33,159
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_16.mp4,11,16
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_160.mp4,36,160
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_161.mp4,10,161
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_162.mp4,29,162
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_163.mp4,14,163
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_164.mp4,0,164
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_165.mp4,33,165
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_166.mp4,25,166
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_167.mp4,17,167
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_168.mp4,24,168
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_169.mp4,26,169
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_17.mp4,31,17
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_170.mp4,10,170
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_171.mp4,35,171
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_172.mp4,15,172
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_173.mp4,16,173
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_174.mp4,4,174
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_175.mp4,32,175
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_176.mp4,34,176
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_177.mp4,34,177
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_178.mp4,7,178
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_179.mp4,36,179
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_18.mp4,14,18
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_180.mp4,23,180
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_181.mp4,0,181
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_182.mp4,8,182
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_183.mp4,6,183
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_184.mp4,21,184
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_185.mp4,19,185
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_186.mp4,33,186
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_187.mp4,7,187
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_188.mp4,31,188
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_189.mp4,28,189
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_19.mp4,32,19
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_190.mp4,29,190
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_191.mp4,4,191
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_192.mp4,35,192
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_193.mp4,28,193
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_194.mp4,36,194
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_195.mp4,25,195
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_196.mp4,13,196
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_197.mp4,1,197
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_198.mp4,2,198
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_199.mp4,22,199
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_2.mp4,12,2
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_20.mp4,2,20
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_200.mp4,35,200
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_201.mp4,25,201
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_202.mp4,21,202
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_203.mp4,32,203
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_204.mp4,20,204
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_205.mp4,25,205
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_206.mp4,9,206
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_207.mp4,26,207
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_208.mp4,35,208
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_209.mp4,22,209
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_21.mp4,22,21
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_210.mp4,25,210
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_211.mp4,9,211
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_212.mp4,7,212
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_213.mp4,26,213
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_214.mp4,8,214
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_215.mp4,22,215
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_216.mp4,33,216
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_217.mp4,24,217
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_218.mp4,15,218
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_219.mp4,16,219
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_22.mp4,24,22
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_220.mp4,32,220
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_221.mp4,29,221
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_222.mp4,26,222
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_223.mp4,31,223
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_224.mp4,31,224
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_225.mp4,14,225
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_226.mp4,25,226
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_227.mp4,36,227
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_228.mp4,5,228
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_229.mp4,30,229
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_23.mp4,32,23
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_230.mp4,28,230
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_231.mp4,3,231
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_232.mp4,31,232
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_233.mp4,32,233
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_234.mp4,23,234
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_235.mp4,33,235
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_236.mp4,28,236
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_237.mp4,33,237
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_238.mp4,6,238
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_239.mp4,6,239
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_24.mp4,36,24
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_240.mp4,17,240
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_241.mp4,22,241
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_242.mp4,18,242
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_243.mp4,27,243
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_244.mp4,1,244
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_245.mp4,6,245
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_246.mp4,18,246
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_247.mp4,3,247
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_248.mp4,4,248
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_249.mp4,20,249
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_25.mp4,29,25
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_250.mp4,6,250
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_251.mp4,33,251
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_252.mp4,12,252
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_253.mp4,25,253
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_254.mp4,2,254
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_255.mp4,0,255
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_256.mp4,6,256
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_257.mp4,4,257
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_258.mp4,11,258
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_259.mp4,2,259
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_26.mp4,9,26
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_260.mp4,4,260
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_261.mp4,28,261
../RouletteVision-Dataset/Input-Output Videos/SET 2/S2_INPUT_262.mp4,18,262
